Date,Open,High,Low,Close,Adj Close,Volume,MACD_12_26,Macd_signal,trix_15,adi,rsi,rsi5,wr,ema_12,stoch_k,mfi_14,mavg,mavglow,adx,Close SMA50,Close SMA200
2020-07-08,118.05999755859375,118.63999938964844,116.4800033569336,117.70999908447266,111.7689208984375,5192800,,,,721212.5418999346,,,,,,,,,,,
2020-07-09,118.0,118.0,115.19999694824219,115.70999908447266,109.869873046875,4763000,,,,-2306689.2243029745,,,,,,,,,,,
2020-07-10,115.5,118.56999969482422,115.29000091552734,118.3499984741211,112.37661743164062,4285700,,,,1404096.3961438104,,,,,,,,,,,
2020-07-13,119.77999877929688,120.98999786376953,118.66000366210938,119.19999694824219,113.1837158203125,4650700,,,,-1090935.7708388385,,,,,,,,,,,
2020-07-14,118.62000274658203,120.88999938964844,117.91999816894531,120.5999984741211,114.51305389404297,4534400,,,,2557956.073675706,,,,,,,,,,118.31399841308594,
2020-07-15,122.4000015258789,123.95999908447266,122.1500015258789,123.0,116.79193115234375,4473400,,,,2286090.1100945226,,78.47147682561373,,,,,,,,119.3719985961914,
2020-07-16,122.68000030517578,124.4800033569336,122.16000366210938,124.01000213623047,117.7509536743164,4330900,,,,4862224.114836587,,81.04715166656395,,,,,,,,121.03199920654296,
2020-07-17,124.38999938964844,125.62999725341797,123.19999694824219,125.11000061035156,118.79542541503906,3984600,,,,7141492.128211573,,83.70174347230055,,,,,,,,122.38399963378906,
2020-07-20,126.06999969482422,127.06999969482422,125.13999938964844,126.37000274658203,119.9918441772461,9927700,,,,9867784.248194654,,86.42428851487665,,,93.4970166387223,,,,,123.81800079345703,
2020-07-21,131.16000366210938,132.1699981689453,125.80000305175781,126.05999755859375,119.69747161865234,15356600,,,,-4235241.276401481,,82.20129626806097,,,74.87574867749144,,,,,124.91000061035156,
2020-07-22,125.9000015258789,129.47000122070312,125.80000305175781,128.6699981689453,122.17575073242188,8195400,,,,387216.88081817515,,88.24578673851254,,,65.46887893965545,,,,,126.04400024414062,
2020-07-23,129.10000610351562,129.3699951171875,127.1500015258789,127.33000183105469,120.90337371826172,4220100,,,,-3148539.4428340476,,72.45473336922672,,,50.0330956724977,,,,,126.70800018310547,
2020-07-24,126.4800033569336,127.6500015258789,125.5,125.79000091552734,119.44110870361328,3531100,,,,-5727061.2976627415,,57.63797450131727,,,40.10782298476473,,,,,126.84400024414063,
2020-07-27,124.86000061035156,126.31999969482422,124.70999908447266,126.20999908447266,119.83990478515625,3733400,,,0.5771996933326307,-2503817.9721957375,,60.39875406467247,,123.15142822265625,25.131921393525175,123.15142822265625,,,,126.81199951171875,
2020-07-28,125.81999969482422,126.33999633789062,124.1500015258789,124.47000122070312,118.18772888183594,4178200,,,0.3998713778116114,-5460989.7600911,66.39185556692276,45.15814196253516,,123.32723795572916,11.789461593472367,123.32723795572916,,,,126.49400024414062,
2020-07-29,124.55999755859375,125.98999786376953,124.06999969482422,125.31999969482422,118.99483489990234,2832800,,,0.26796080070667916,-4605244.575753626,67.82040314627756,52.48013150092606,,123.59293952094184,16.569066435665547,123.59293952094184,,,,125.82400054931641,
2020-07-30,123.70999908447266,123.9000015258789,121.63999938964844,122.9000015258789,116.69698333740234,3988100,,,0.10198368495126786,-4146433.2751456387,60.00073504651545,35.57631393676882,,123.50054778826679,16.85501485411913,123.50054778826679,,,,124.93800048828125,
2020-07-31,122.70999908447266,122.98999786376953,121.08999633789062,122.94000244140625,116.73495483398438,5277100,,,-0.033444859927722614,852950.270672854,60.08266243230677,36.00222572419306,,123.42580840868538,26.5960746184165,123.42580840868538,,,,124.36800079345703,
2020-08-03,123.5,124.41000366210938,122.1500015258789,124.30999755859375,118.03580474853516,3526100,,,-0.08305020963993437,4066987.272188604,62.88643949461804,50.11983282492686,,123.54370029533983,39.17888480309136,123.54370029533983,,,,123.98800048828124,
2020-08-04,123.81999969482422,125.86000061035156,123.81999969482422,125.83999633789062,119.48857879638672,3466100,,,-0.04597239660641961,7465110.039189244,65.77745832961978,61.863818332153784,,123.84987310101327,64.50343780115396,123.84987310101327,130.28569263366413,116.70430675598432,,124.26199951171876,123.49499969482422
2020-08-05,126.7300033569336,126.75,124.61000061035156,125.44999694824219,119.1182632446289,3619600,,,-0.0026138048069501707,6687053.601618387,64.40036257510415,57.54672835383224,,124.06322294731046,78.43462165696565,124.06322294731046,130.17370773128556,117.5902914447398,,124.28799896240234,123.88199958801269
2020-08-06,125.0,126.26000213623047,125.0,126.12000274658203,119.75445556640625,3417100,,,0.05134920414775479,9344802.644009896,65.72784206255136,63.07954269305731,,124.33746025388001,87.61327402150654,124.33746025388001,129.51594506556097,119.28905447667535,,124.93199920654297,124.40249977111816
2020-08-07,123.5,125.06999969482422,123.20999908447266,124.95999908447266,120.20657348632812,3651000,,,0.058088542549450395,12563961.679917261,61.45510937998638,49.20210146073607,,124.42046543129236,75.66266681747332,124.42046543129236,129.02788145372062,120.43811814955086,,125.33599853515625,124.73299980163574
2020-08-10,125.41999816894531,127.23999786376953,125.18000030517578,127.11000061035156,122.2747802734375,3968300,,,0.11070275380682393,16031418.270092366,65.88204703672595,66.35220878333463,,124.77907012183358,82.24349937138241,124.77907012183358,128.71005401614497,121.54694595333747,,125.89599914550782,125.12849998474121
2020-08-11,128.75999450683594,130.47000122070312,126.61000061035156,126.75,121.92848205566406,5001200,,,0.14835710549927494,11392997.978277955,64.54529657932532,61.97297695684374,,125.04186077225577,68.87383775907432,125.04186077225577,128.4148742385952,122.45712588347513,,126.07799987792968,125.43600006103516
2020-08-12,127.61000061035156,127.79000091552734,125.87999725341797,126.69999694824219,121.88037872314453,3529700,,,0.16473059487249753,10894028.212192347,64.34999321745349,61.2708754196035,,125.26294559572062,64.53539044700263,125.26294559572062,128.4262645944041,122.81573522249043,,126.32799987792968,125.62099990844726
2020-08-13,125.95999908447266,126.38999938964844,124.7699966430664,125.02999877929688,120.27391052246094,3171300,,,0.11507606272553872,8740682.99821645,58.034129366159526,41.597025964807926,,125.23188602019745,40.63358985325854,125.23188602019745,128.39411284061322,122.94988664058795,,126.10999908447266,125.67199974060058
2020-08-14,124.19999694824219,125.55999755859375,123.91000366210938,125.2699966430664,120.5047836303711,2963400,,,0.06170886918417384,10662395.85633693,58.6620564084915,44.782079244456845,,125.23696743657997,31.29068291777126,125.23696743657997,128.3963935555498,122.96360552892288,34.23214116959657,126.1719985961914,125.67999954223633
2020-08-17,125.25,125.58999633789062,124.41000366210938,124.44000244140625,119.70635223388672,3360100,,,-0.005645364014716936,7473142.507141255,55.565557096029735,36.23866245866797,,125.13070543722348,17.959906556582393,125.13070543722348,128.3319254585609,122.83507359539416,33.51824370236996,125.63799896240235,125.58349952697753
2020-08-18,125.0,125.5,124.23999786376953,124.91999816894531,120.1680908203125,2882400,,,-0.04533570358982164,7701900.533432346,56.979828747814054,43.9663347589134,-42.72244831164254,125.1026111347864,18.280555137225598,125.1026111347864,128.28031252335018,122.77268659164004,32.76058614214123,125.27199859619141,125.52649955749511
2020-08-19,124.83000183105469,125.5,123.5,123.83999633789062,119.12918090820312,3743900,,,-0.09675102915580602,5230912.822861057,52.90001187535849,32.78941602213356,-49.0866307121547,124.9342624952003,15.291546342332362,124.9342624952003,127.7227727515333,122.84722618035146,31.638570955867444,124.69999847412109,125.28499946594238
2020-08-20,123.19999694824219,124.04000091552734,122.80999755859375,123.1500015258789,118.46542358398438,2561200,,,-0.15520022044784865,4085673.4478494264,50.416325599273726,27.25597908373576,-53.4360077649893,124.69636103262411,16.675250080528766,124.69636103262411,127.49328116214681,122.65871773922038,30.21479089926635,124.3239990234375,125.0759994506836
2020-08-21,123.01000213623047,123.4800033569336,122.30999755859375,123.16000366210938,118.47504425048828,3385100,,,-0.19473300146346517,5619105.757849101,50.452641188935374,27.477742320405408,-63.22803162691886,124.49151338322214,16.63659180997789,124.49151338322214,127.47557255635186,122.41342661967352,28.61807984745587,123.9020004272461,124.94449958801269
2020-08-24,123.79000091552734,126.05999755859375,123.36000061035156,125.68000030517578,120.89918518066406,4070800,0.34739609964978513,0.6981037618670393,-0.1367083856160023,8544057.929968435,58.666519274416615,63.000443263216134,-45.5438446580318,124.6499783061493,42.67064456280318,124.6499783061493,127.40625523275894,122.42974406533678,28.192095372846715,124.15,124.91799964904786
